app_dataGenerationInterval,constraintAreaMaxX,constraintAreaMaxY,mobility_noOfLocations,mobility_Hosts,mobility_speed,numNodes,app_dataSizeInBytes,forwarding_maximumCacheSize,peakdiskspaceusedbytes,peakramusedsimbytes,peakramusedresultsbytes,totaljobclocktimesec,mobility_nodeId,applicationLayer_KHeraldAppForDifferentiatedTraffic,applicationLayer_KMessengerApp,forwardingLayer_KKeetchiLayer,forwardingLayer_KOptimumDelayRoutingLayer,forwardingLayer_KProphetRoutingLayer,forwardingLayer_KRRSLayer,forwardingLayer_KSpraywaitRoutingLayer,linkLayer_KWirelessInterfaceWithContactTraces,mobilityType_SWIMMobility,mobilityType_ContactTraces
50,888,888,65,300,5.5,33,10000,100000000,8229941653,1941000192,2577289216,749.953788,0,0,0,0,0,0,1,0,0,1,0
1,500,500,50,30,1.5,30,100000,5000000,5485955741,1763368960,1709486080,485.504061,0,0,1,0,0,0,0,1,0,1,0
1,1000,0,100,25,1.5,25,1000000,1000000,10751293474,1188143104,1719017472,891.266158,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,310474313,3196387328,101552128,44.319678,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,62,1000000,5000000,171397652,1777512448,92942336,25.100489,0,0,1,0,0,0,0,1,1,0,1
1,0,0,0,0,0.0,54,10000,100000000,8475662590,2291838976,3783290880,965.564103,0,1,0,0,0,0,0,0,1,0,1
1,1000,0,100,25,1.5,25,10000,5000000,10574082395,1194307584,1719234560,898.426386,0,0,0,0,0,1,0,0,0,1,0
1,1000,1000,150,100,1.5,50,100000,1000000,26923008597,3304148992,4040151040,2134.921061,0,0,0,0,0,0,1,0,0,1,0
9,500,500,150,50,1.5,50,10000,100000000,12450462318,2603696128,3894009856,3056.839374,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,0,0.0,49,10000,0,7637444838,2128134144,3780259840,1110.942983,0,1,0,0,1,0,0,0,1,0,1
90,500,500,50,30,1.5,30,100000,5000000,5264011204,1665544192,1707692032,456.557033,0,0,1,0,0,0,0,0,0,1,0
1,500,500,75,50,1.5,50,1000000,0,25071964336,8063668224,3907334144,5934.689841,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,310474313,3196387328,101552128,44.319678,0,1,0,0,0,0,0,0,1,0,1
1,900,500,100,50,6.0,11,10000,5000000,3060683703,765755392,766599168,273.42257,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,62,100000,10000000,585104521,3049922560,106545152,66.87772,0,0,0,1,0,0,0,0,1,0,1
90,0,0,0,0,0.0,62,100000,10000000,238084055,2977136640,98906112,32.632349,0,0,0,1,0,0,0,0,1,0,1
90,0,0,0,0,0.0,62,1000000,5000000,155991298,1494781952,92143616,22.990802,0,0,1,0,0,1,0,0,1,0,1
9,1500,1500,150,100,1.5,50,10000,500000,9222538352,1925496832,3824570368,833.864431,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,310471514,3196608512,101552128,43.747602,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,54,10000,100000000,8346826353,2260934656,3783897088,670.687562,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0,0.0,49,10000,0,7637444838,2128134144,3780259840,1110.942983,0,1,0,0,1,0,0,0,1,0,1
9,1500,1500,200,1000,15.0,50,60400,204000000,11634223897,3999662080,3854192640,2592.58841,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,54,10000,100000000,8475143671,2291933184,3783286784,911.656508,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,54,10000,100000000,8471455762,2291838976,3783286784,985.008823,0,1,0,0,0,0,0,0,1,0,1
9,1500,1500,200,500,15.0,50,10000,5000000,9734229107,2370682880,3817926656,856.661702,0,0,1,0,0,0,1,0,0,1,0
90,500,500,50,30,1.5,30,1000000,5000000,4594242084,1655103488,1699069952,405.743013,0,0,1,0,0,0,0,1,0,1,0
1,0,0,0,0,0.0,54,10000,100000000,8475663516,2291838976,3783290880,972.39384,0,1,0,0,0,0,0,0,1,0,1
90,700,600,300,75,25.0,62,10000,5000000,9863577515,2373251072,3803488256,918.937726,0,0,0,0,0,1,0,0,0,1,0
3,600,600,150,50,5.0,25,500000,100000000,6768907470,1817354240,1710190592,559.29116,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0.0,62,100000,100000000,496435082,2915299328,103837696,55.001287,0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,0.0,62,1000000,5000000,174074684,2349264896,97124352,26.975152,0,0,1,0,0,1,0,0,1,0,1
9,500,500,150,50,1.5,50,1000000,100000000,8225903462,3627769856,3785101312,712.887465,0,0,1,0,0,0,1,0,0,1,0
90,500,500,100,50,1.5,25,10000,100000000,3812407907,1233387520,1693335552,344.367692,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,296295397,2969718784,100687872,39.020864,0,1,0,0,0,0,1,0,1,0,1
1,500,500,150,75,1.5,25,1000000,1000000,12317070404,1703636992,1746595840,950.433293,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,310464452,3196407808,101543936,44.539156,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,54,10000,100050000,8459270544,2286854144,3783151616,888.067032,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,62,10000,100000000,310464343,3198824448,101543936,44.151681,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,49,10000,0,7637444838,2128134144,3780259840,1110.942983,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0.0,54,10000,100050000,8459264282,2286854144,3783151616,904.972461,0,1,0,0,0,0,0,0,1,0,1
9,500,500,100,100,15.0,50,100000,5000000,10789258739,3139694592,3843702784,947.781976,0,0,0,0,0,0,0,0,0,1,0
90,500,500,100,50,1.5,25,10000,100000000,3812407907,1233387520,1693335552,344.367692,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0,0.0,62,10000,100000000,296295397,2969718784,100687872,39.020864,0,1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,0.0,62,10000,100000000,310460097,3196407808,101543936,45.240489,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,49,10000,100000000,7880888361,2346938368,3782975488,1249.491802,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,62,10000,100000000,310469913,3196346368,101552128,44.554652,0,1,0,0,0,0,0,0,1,0,1
9,1500,1500,200,1000,15.0,430,80200,801000000,113247869508,104445530112,33005178880,138686.803866,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,430,80200,204000000,112093638975,68719665152,32938033152,78209.55937,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,3600,10000,100000000,219293035922,65202200576,104601632768,125719.890218,1,1,0,0,0,0,0,1,0,0,0
9,1500,1500,200,240,15.0,240,40600,1000000000,75134103304,58286542848,15174352896,194485.39329,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,500,10000,100000000,168794780540,135760793600,36861136896,328860.676989,1,1,0,0,0,0,0,0,0,0,0
900,1500,1500,200,500,1.5,250,10000,5000000,47729132955,14766960640,20112924672,5672.202629,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,240,10000,5000000,45777827823,14182924288,13815820288,5378.920569,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,230,10000,5000000,43445342676,13599035392,13715103744,4924.789454,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,220,10000,5000000,41509442665,13015060480,13632757760,4670.185767,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,210,10000,5000000,39582860948,12431126528,13519114240,4323.555117,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,200,10000,5000000,37395029814,11847831552,13481201664,4046.163823,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,190,10000,5000000,35500747030,11263455232,13389045760,3729.828492,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,180,10000,5000000,33519043956,10679844864,13303328768,3483.711947,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,170,10000,5000000,31511331165,10096140288,13211164672,3350.099338,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,160,10000,5000000,28980832847,9512624128,8953126912,2966.176206,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,150,10000,5000000,27124604249,8929161216,8890773504,2708.455663,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,140,10000,5000000,25051294667,8345538560,8806522880,2466.083152,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,130,10000,5000000,23090569151,7762067456,8728539136,2288.26291,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,120,10000,5000000,21104015036,7178735616,8710225920,2020.039341,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,110,10000,5000000,19138916630,6595436544,8640212992,1830.76543,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,100,10000,5000000,17322742961,6012346368,5838094336,1624.969676,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,90,10000,5000000,15393972173,5429096448,5771689984,1452.211324,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,80,10000,5000000,13587802598,4846149632,5762838528,1221.102267,0,0,0,0,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23661776900,7595069440,8632213504,2553.616631,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23661758530,7595069440,8632213504,2550.463423,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23662216827,7595069440,8632213504,2542.578511,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,37946511265,6703370240,8935759872,3470.122404,0,0,1,0,0,0,1,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23560098939,8764473344,8622579712,2967.238844,0,0,1,0,0,1,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,0,24160711272,6082412544,8547401728,13482.332133,0,0,1,0,1,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23744574044,6675591168,8638361600,2377.063271,0,0,1,1,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23744084532,6675591168,8638361600,2414.269706,0,0,1,1,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,35737176640,7668854784,8916676608,3719.689272,0,0,1,0,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,43760777828,7976415232,9577955328,4269.803884,0,0,0,0,0,0,1,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,0,26991185276,7306133504,8878628864,12190.921894,0,0,0,0,1,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,25191932028,7963373568,8933376000,2639.863277,0,0,0,1,0,0,0,0,0,1,0
90,1500,1500,200,250,15.0,150,10000,5000000,41002251243,8947331072,9437040640,4203.869077,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,72922317020,17475780608,30397448192,16178.209178,0,0,1,0,0,0,0,1,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,139300703660,17340203008,34883973120,20704.859663,0,0,1,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,71542837088,27954208768,30181896192,25724.213755,0,0,1,0,0,1,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,0,69527858799,13708808192,28981157888,11465.97735,0,0,1,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,75204927779,16999325696,30247436288,12662.875316,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,75205254025,16999325696,30247436288,13495.324177,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,85806249269,20273926144,31569518592,21124.895567,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,85806071090,20273926144,31569518592,20192.181385,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,162288184776,23576293376,38728937472,24919.843623,0,0,0,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,0,73061262307,20307664896,29548781568,12741.010391,0,0,0,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,79509164950,23045611520,31484399616,13984.669223,0,0,0,1,0,0,0,0,0,1,0
900,1500,1500,200,250,15.0,450,10000,5000000,92210361004,26462457856,32268201984,20413.486709,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,39404622950,11054833664,19604492288,4954.985408,0,0,1,0,0,0,0,1,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,68386485869,10777178112,20850286592,7517.260396,0,0,1,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,39186753113,13513052160,19608211456,7528.139056,0,0,1,0,0,1,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,0,38473203158,8702947328,19075395584,4144.780437,0,0,1,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,40132922403,10587729920,19616985088,4568.051622,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,44329789427,12395061248,19722354688,6195.877394,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,0,40427123221,11344461824,19522916352,4428.365663,0,0,0,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,42216861815,12868595712,19858120704,4733.27268,0,0,0,1,0,0,0,0,0,1,0
900,1500,1500,200,250,15.0,250,10000,5000000,47361380183,14767308800,20073644032,6938.454002,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,250,10000,5000000,77389527506,13166211072,21303238656,8658.3914,0,0,0,0,0,0,1,0,0,1,0
1,500,500,75,100,1.5,100,1000000,0,50899469031,15791529984,6237581312,9337.900622,0,0,0,0,0,0,0,0,0,1,0
10,500,500,75,100,1.5,100,1000000,0,19278897117,7811235840,5900709888,2166.065476,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
9,1500,1500,200,1000,15.0,620,40600,5000000,294335171667,37078020096,75945639936,62546.331393,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,620,100000,5000000,205944797493,37000011776,62535061504,47860.007246,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,240,60400,403000000,65236079904,40087609344,14175715328,69390.257293,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,240,60400,1000000000,65136455981,44244439040,14184497152,52481.077313,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,810,60400,1000000000,241397037809,353523007488,61834383360,429888.271504,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,430,80200,801000000,113247869508,104445530112,33005178880,138686.803866,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,430,80200,204000000,112093638975,68719665152,32938033152,78209.55937,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,3600,10000,100000000,219293035922,65202200576,104601632768,125719.890218,1,1,0,0,0,0,0,1,0,0,0
9,1500,1500,200,240,15.0,240,40600,1000000000,75134103304,58286542848,15174352896,194485.39329,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,500,10000,100000000,168794780540,135760793600,36861136896,328860.676989,1,1,0,0,0,0,0,0,0,0,0
900,1500,1500,200,500,1.5,250,10000,5000000,47729132955,14766960640,20112924672,5672.202629,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,240,10000,5000000,45777827823,14182924288,13815820288,5378.920569,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,230,10000,5000000,43445342676,13599035392,13715103744,4924.789454,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,220,10000,5000000,41509442665,13015060480,13632757760,4670.185767,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,210,10000,5000000,39582860948,12431126528,13519114240,4323.555117,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,200,10000,5000000,37395029814,11847831552,13481201664,4046.163823,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,190,10000,5000000,35500747030,11263455232,13389045760,3729.828492,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,180,10000,5000000,33519043956,10679844864,13303328768,3483.711947,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,170,10000,5000000,31511331165,10096140288,13211164672,3350.099338,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,160,10000,5000000,28980832847,9512624128,8953126912,2966.176206,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,150,10000,5000000,27124604249,8929161216,8890773504,2708.455663,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,140,10000,5000000,25051294667,8345538560,8806522880,2466.083152,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,130,10000,5000000,23090569151,7762067456,8728539136,2288.26291,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,120,10000,5000000,21104015036,7178735616,8710225920,2020.039341,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,110,10000,5000000,19138916630,6595436544,8640212992,1830.76543,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,100,10000,5000000,17322742961,6012346368,5838094336,1624.969676,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,90,10000,5000000,15393972173,5429096448,5771689984,1452.211324,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,80,10000,5000000,13587802598,4846149632,5762838528,1221.102267,0,0,0,0,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23661776900,7595069440,8632213504,2553.616631,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23661758530,7595069440,8632213504,2550.463423,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23662216827,7595069440,8632213504,2542.578511,0,0,1,0,0,0,0,1,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,37946511265,6703370240,8935759872,3470.122404,0,0,1,0,0,0,1,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23560098939,8764473344,8622579712,2967.238844,0,0,1,0,0,1,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,0,24160711272,6082412544,8547401728,13482.332133,0,0,1,0,1,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23744574044,6675591168,8638361600,2377.063271,0,0,1,1,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,23744084532,6675591168,8638361600,2414.269706,0,0,1,1,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,35737176640,7668854784,8916676608,3719.689272,0,0,1,0,0,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,43760777828,7976415232,9577955328,4269.803884,0,0,0,0,0,0,1,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,0,26991185276,7306133504,8878628864,12190.921894,0,0,0,0,1,0,0,0,0,1,0
90,1500,1500,200,500,15.0,150,10000,5000000,25191932028,7963373568,8933376000,2639.863277,0,0,0,1,0,0,0,0,0,1,0
90,1500,1500,200,250,15.0,150,10000,5000000,41002251243,8947331072,9437040640,4203.869077,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,72922317020,17475780608,30397448192,16178.209178,0,0,1,0,0,0,0,1,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,139300703660,17340203008,34883973120,20704.859663,0,0,1,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,71542837088,27954208768,30181896192,25724.213755,0,0,1,0,0,1,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,0,69527858799,13708808192,28981157888,11465.97735,0,0,1,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,75204927779,16999325696,30247436288,12662.875316,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,75205254025,16999325696,30247436288,13495.324177,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,85806249269,20273926144,31569518592,21124.895567,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,85806071090,20273926144,31569518592,20192.181385,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,162288184776,23576293376,38728937472,24919.843623,0,0,0,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,0,73061262307,20307664896,29548781568,12741.010391,0,0,0,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,450,10000,5000000,79509164950,23045611520,31484399616,13984.669223,0,0,0,1,0,0,0,0,0,1,0
900,1500,1500,200,250,15.0,450,10000,5000000,92210361004,26462457856,32268201984,20413.486709,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,39404622950,11054833664,19604492288,4954.985408,0,0,1,0,0,0,0,1,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,68386485869,10777178112,20850286592,7517.260396,0,0,1,0,0,0,1,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,39186753113,13513052160,19608211456,7528.139056,0,0,1,0,0,1,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,0,38473203158,8702947328,19075395584,4144.780437,0,0,1,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,40132922403,10587729920,19616985088,4568.051622,0,0,1,1,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,44329789427,12395061248,19722354688,6195.877394,0,0,1,0,0,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,0,40427123221,11344461824,19522916352,4428.365663,0,0,0,0,1,0,0,0,0,1,0
900,1500,1500,200,500,15.0,250,10000,5000000,42216861815,12868595712,19858120704,4733.27268,0,0,0,1,0,0,0,0,0,1,0
900,1500,1500,200,250,15.0,250,10000,5000000,47361380183,14767308800,20073644032,6938.454002,0,0,0,0,0,0,0,0,0,1,0
900,1500,1500,200,500,1.5,250,10000,5000000,77389527506,13166211072,21303238656,8658.3914,0,0,0,0,0,0,1,0,0,1,0
1,500,500,75,100,1.5,100,1000000,0,50899469031,15791529984,6237581312,9337.900622,0,0,0,0,0,0,0,0,0,1,0
10,500,500,75,100,1.5,100,1000000,0,19278897117,7811235840,5900709888,2166.065476,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
1,1000,1000,100,500,1.5,500,100000,5000000,275039844310,33345536000,49162772480,41541.945667,0,0,0,0,0,0,0,1,0,1,0
1,1500,1500,250,1000,1.0,350,100000,1000000,183340166205,23374897152,27297308672,20818.122535,0,0,0,0,0,0,0,1,0,1,0
9,1000,1000,200,300,1.0,400,100000,5000000,66763217572,20272840704,30962102272,14820.243827,0,0,1,0,0,0,0,1,0,1,0
1,500,500,300,500,3.5,300,100000,5000000,175085987039,20114616320,28231499776,21909.509376,0,0,0,0,0,0,0,0,0,1,0
1,1000,1000,100,50,1.5,200,1000000,5000000,33848526552,12027305984,13605826560,8884.787199,0,0,1,0,0,0,0,1,0,1,0
9,1000,1000,100,25,1.5,200,1000000,1000000,32266212121,23394930688,13297676288,10086.662415,0,0,1,0,0,1,0,0,0,1,0
60,300,500,200,150,4.8,200,1000000,5000000,35064716687,10053136384,13628162048,4418.45053,0,0,1,0,0,0,0,0,0,1,0
9,700,700,200,120,10.5,150,1000000,10000000,25570502809,7284363264,8876253184,2512.422684,0,0,1,1,0,0,0,0,0,1,0
9,700,700,200,120,9.5,100,100000,1000000,20147142933,6092623872,5961465856,1805.524818,0,0,0,0,0,0,0,0,0,1,0
1,500,500,150,75,1.5,150,1000000,100000000,79095207759,16542683136,10189967360,7305.377965,0,0,0,0,0,0,1,0,0,1,0
1,700,700,200,75,9.5,75,1000000,10000000,38590506898,4846686208,6274437120,3229.45192,0,0,0,1,0,0,0,0,0,1,0
1,500,500,150,75,3.5,75,100000,100000000,41165008794,5114576896,6209540096,3622.541864,0,0,0,0,0,0,1,0,0,1,0
60,1000,1000,150,100,10.0,100,10000,100000000,28440907278,5506895872,6315741184,3216.502912,0,0,0,0,0,0,1,0,0,1,0
30,500,500,150,75,3.5,75,10000,100000000,24132944984,4389216256,6096805888,3726.914827,0,0,0,0,0,0,1,0,0,1,0
60,700,700,100,100,10.0,100,10000,100000000,15870181634,4452741120,5771722752,2228.053711,0,0,1,1,0,0,0,0,0,1,0
90,1000,1000,100,125,1.5,125,10000,5000000,20297199025,7445479424,8721313792,2877.117358,0,0,0,0,0,1,0,0,0,1,0
60,700,700,150,100,9.0,100,10000,100000000,25741988527,4696530944,5940916224,3392.489637,0,0,1,0,0,0,1,0,0,1,0
60,700,700,100,75,3.5,75,10000,100000000,19111222867,3566174208,5801050112,2291.931762,0,0,1,0,0,0,1,0,0,1,0
1,1500,1500,150,125,1.5,125,10000,5000000,22995732696,6909030400,8834031616,3183.247609,0,0,1,0,0,0,0,1,0,1,0
30,300,400,300,500,3.5,300,10000,100000000,101406257003,14695268352,22074400768,30420.134881,0,0,1,0,0,0,1,0,0,1,0
60,300,500,200,150,4.8,200,10000,5000000,175082672910,10370363392,18098094080,24940.503185,0,0,1,0,0,0,0,0,0,1,0
30,1600,1600,150,200,10.0,250,10000,5000000,43758389236,20037541888,20252803072,13086.228329,0,0,0,0,0,1,0,0,0,1,0
100,1500,1500,200,300,1.0,400,10000,5000000,64950584233,18959122432,30001508352,12447.340405,0,0,1,0,0,0,0,1,0,1,0
90,900,900,250,150,20.0,150,10000,5000000,23568537508,7579340800,8668098560,2487.935469,0,0,1,0,0,0,0,1,0,1,0
90,1400,1400,100,200,5.0,200,10000,5000000,33751325606,16501784576,13407330304,8970.151025,0,0,0,0,0,1,0,0,0,1,0
